"Recip_County","Recip_State","Lat","Long"
"Pasquotank County","NC",36.265199,-76.260691
"Pender County","NC",34.512556,-77.888106
"Perquimans County","NC",36.180897,-76.403244
"Person County","NC",36.386356,-78.96563
"Pitt County","NC",35.59249,-77.372739
"Polk County","NC",35.277901,-82.167621
"Randolph County","NC",35.709915,-79.806215
"Richmond County","NC",35.004636,-79.755695
"Robeson County","NC",34.63921,-79.100881
"Rockingham County","NC",36.381806,-79.782754
"Rowan County","NC",35.641355,-80.521721
"Rutherford County","NC",35.402747,-81.919582
"Sampson County","NC",34.989298,-78.371261
"Scotland County","NC",34.840023,-79.477337
"Stanly County","NC",35.310449,-80.254374
"Stokes County","NC",36.393797,-80.269921
"Surry County","NC",36.415416,-80.686463
"Swain County","NC",35.568849,-83.465614
"Transylvania County","NC",35.210103,-82.816666
"Tyrrell County","NC",35.87042,-76.165345
"Union County","NC",34.99182,-80.530426
"Vance County","NC",36.365481,-78.405434
"Wake County","NC",35.789846,-78.650624
"Warren County","NC",36.398105,-78.099899
"Washington County","NC",35.844713,-76.572291
"Watauga County","NC",36.235368,-81.709888
"Wayne County","NC",35.35419,-78.00867
"Wilkes County","NC",36.208883,-81.166095
"Wilson County","NC",35.700357,-77.921598
"Yadkin County","NC",36.158765,-80.665164
"Yancey County","NC",35.889326,-82.303954
"Adams County","ND",46.096815,-102.533198
"Barnes County","ND",46.94255,-98.070195
"Benson County","ND",48.071743,-99.351152
"Billings County","ND",47.007044,-103.364016
"Bottineau County","ND",48.794412,-100.831257
"Bowman County","ND",46.110144,-103.505943
"Burke County","ND",48.786453,-102.520087
"Burleigh County","ND",46.978829,-100.469533
"Cass County","ND",46.927003,-97.252375
"Cavalier County","ND",48.768439,-98.46379
"Dickey County","ND",46.107756,-98.496518
"Divide County","ND",48.814754,-103.509326
"Dunn County","ND",47.354557,-102.612322
"Eddy County","ND",47.723436,-98.900474
"Emmons County","ND",46.284255,-100.237842
"Foster County","ND",47.471431,-98.872876
"Golden Valley County","ND",46.938924,-103.844612
"Grand Forks County","ND",47.926003,-97.450851
"Grant County","ND",46.357827,-101.639049
"Griggs County","ND",47.456334,-98.232286
"Hettinger County","ND",46.435704,-102.454238
"Kidder County","ND",46.938273,-99.731198
"LaMoure County","ND",46.464195,-98.526057
"Logan County","ND",46.469278,-99.504585
"McHenry County","ND",48.233842,-100.633267
"McIntosh County","ND",46.108682,-99.416487
"McKenzie County","ND",47.742475,-103.403215
"McLean County","ND",47.653206,-101.421914
"Mercer County","ND",47.307147,-101.833328
"Morton County","ND",46.710819,-101.298265
"Mountrail County","ND",48.210073,-102.364895
"Nelson County","ND",47.918667,-98.204428
"Oliver County","ND",47.118079,-101.33142
"Pembina County","ND",48.766896,-97.545405
"Pierce County","ND",48.238883,-99.966497
"Ramsey County","ND",48.266163,-98.739031
"Ransom County","ND",46.449276,-97.647554
"Renville County","ND",48.712781,-101.658152
"Richland County","ND",46.265219,-96.93796
"Rolette County","ND",48.768271,-99.840463
"Sargent County","ND",46.108204,-97.630051
"Sheridan County","ND",47.581359,-100.330986
"Sioux County","ND",46.110618,-101.061284
"Slope County","ND",46.445834,-103.462462
"Stark County","ND",46.817031,-102.662026
"Steele County","ND",47.451062,-97.71892
"Stutsman County","ND",46.972223,-98.956123
"Towner County","ND",48.682183,-99.248158
"Traill County","ND",47.446215,-97.164754
"Walsh County","ND",48.376979,-97.72223
"Ward County","ND",48.216686,-101.540537
"Wells County","ND",47.580851,-99.682213
"Williams County","ND",48.355765,-103.501333
"Adams County","OH",38.834468,-83.478082
"Allen County","OH",40.771627,-84.106103
"Ashland County","OH",40.843273,-82.270127
"Ashtabula County","OH",41.906637,-80.745592
"Athens County","OH",39.332755,-82.045885
"Auglaize County","OH",40.561309,-84.224018
"Belmont County","OH",40.017682,-80.967727
"Brown County","OH",38.931377,-83.866772
"Butler County","OH",39.439747,-84.565734
"Carroll County","OH",40.579884,-81.090787
"Champaign County","OH",40.132775,-83.767604
"Clark County","OH",39.917032,-83.783676
"Clermont County","OH",39.052054,-84.149485
"Clinton County","OH",39.416681,-83.804583
"Columbiana County","OH",40.770073,-80.778455
"Coshocton County","OH",40.29671,-81.930109
"Crawford County","OH",40.848524,-82.924783
"Cuyahoga County","OH",41.555037,-81.604957
"Darke County","OH",40.131467,-84.621191
"Defiance County","OH",41.321679,-84.486433
"Delaware County","OH",40.278941,-83.007462
"Erie County","OH",41.394143,-82.586835
"Fairfield County","OH",39.747694,-82.626685
"Fayette County","OH",39.555246,-83.461893
"Franklin County","OH",39.969875,-83.009086
"Fulton County","OH",41.597264,-84.124267
"Gallia County","OH",38.817046,-82.301746
"Geauga County","OH",41.499322,-81.173505
"Greene County","OH",39.687479,-83.894894
"Guernsey County","OH",40.056665,-81.497875
"Hamilton County","OH",39.196927,-84.544187
"Hancock County","OH",41.000217,-83.665947
"Hardin County","OH",40.660415,-83.664077
"Harrison County","OH",40.292318,-81.091565
"Henry County","OH",41.331584,-84.0689
"Highland County","OH",39.184422,-83.601359
"Hocking County","OH",39.490342,-82.483447
"Holmes County","OH",40.565597,-81.930001
"Huron County","OH",41.14508,-82.594641
"Jackson County","OH",39.013477,-82.614142
"Jefferson County","OH",40.399384,-80.763527
"Knox County","OH",40.40362,-82.422393
"Lake County","OH",41.778142,-81.19733
"Lawrence County","OH",38.603866,-82.517186
"Licking County","OH",40.091505,-82.483435
"Logan County","OH",40.387553,-83.766343
"Lorain County","OH",41.438805,-82.179722
"Lucas County","OH",41.682321,-83.468903
"Madison County","OH",39.89661,-83.400887
"Mahoning County","OH",41.01088,-80.770396
"Marion County","OH",40.588034,-83.168803
"Medina County","OH",41.116174,-81.899764
"Meigs County","OH",39.089807,-82.028397
"Mercer County","OH",40.535333,-84.632059
"Miami County","OH",40.053326,-84.228413
"Monroe County","OH",39.726253,-81.090983
"Montgomery County","OH",39.753736,-84.290591
"Morgan County","OH",39.624946,-81.861697
"Morrow County","OH",40.525266,-82.797729
"Muskingum County","OH",39.966046,-81.943506
"Noble County","OH",39.767232,-81.452493
"Ottawa County","OH",41.545495,-83.012613
"Paulding County","OH",41.118948,-84.582125
"Perry County","OH",39.743187,-82.237952
"Pickaway County","OH",39.648947,-83.052827
"Pike County","OH",39.071341,-83.052911
"Portage County","OH",41.16897,-81.196962
"Preble County","OH",39.73881,-84.644758
"Putnam County","OH",41.024533,-84.129879
"Richland County","OH",40.774159,-82.542781
"Ross County","OH",39.323895,-83.059538
"Sandusky County","OH",41.355319,-83.142776
"Scioto County","OH",38.814889,-82.998675
"Seneca County","OH",41.119992,-83.127547
"Shelby County","OH",40.33668,-84.204142
"Stark County","OH",40.814131,-81.365667
"Summit County","OH",41.121847,-81.534928
"Trumbull County","OH",41.306374,-80.7704
"Tuscarawas County","OH",40.447439,-81.471166
"Union County","OH",40.295901,-83.367042
"Van Wert County","OH",40.85552,-84.585775
"Vinton County","OH",39.252042,-82.485961
"Warren County","OH",39.425663,-84.16994
"Washington County","OH",39.450676,-81.490636
"Wayne County","OH",40.829661,-81.887194
"Williams County","OH",41.564959,-84.584324
"Wood County","OH",41.360183,-83.622682
"Wyandot County","OH",40.839782,-83.313681
"Adair County","OK",35.898043,-94.651026
"Alfalfa County","OK",36.729703,-98.323445
"Atoka County","OK",34.392469,-96.036558
"Beaver County","OK",36.748334,-100.483056
"Beckham County","OK",35.270601,-99.690057
"Blaine County","OK",35.877795,-98.429031
"Bryan County","OK",33.964004,-96.265135
"Caddo County","OK",35.16792,-98.381045
"Canadian County","OK",35.543354,-97.979889
"Carter County","OK",34.251848,-97.287927
"Cherokee County","OK",35.904367,-94.996796
"Choctaw County","OK",34.027699,-95.554079
"Cimarron County","OK",36.74839,-102.517698
"Cleveland County","OK",35.206376,-97.323088
"Coal County","OK",34.582861,-96.288039
"Comanche County","OK",34.66263,-98.476612
"Cotton County","OK",34.290676,-98.373438
"Craig County","OK",36.76389,-95.201553
"Creek County","OK",35.907398,-96.380177
"Custer County","OK",35.645601,-98.997386
"Delaware County","OK",36.393437,-94.808189
"Dewey County","OK",35.97796,-99.014385
"Ellis County","OK",36.224258,-99.750139
"Garfield County","OK",36.378132,-97.788741
"Garvin County","OK",34.70935,-97.312723
"Grady County","OK",35.021058,-97.88689
"Grant County","OK",36.788254,-97.788151
"Greer County","OK",34.933853,-99.552968
"Harmon County","OK",34.745971,-99.844194
"Harper County","OK",36.80035,-99.662805
"Haskell County","OK",35.232431,-95.109642
"Hughes County","OK",35.052934,-96.251183
"Jackson County","OK",34.594006,-99.412235
"Jefferson County","OK",34.105082,-97.83889
"Johnston County","OK",34.313455,-96.654254
"Kay County","OK",36.814885,-97.143862
"Kingfisher County","OK",35.949436,-97.934557
"Kiowa County","OK",34.921489,-98.981617
"Latimer County","OK",34.875137,-95.272262
"Le Flore County","OK",34.897356,-94.695074
"Lincoln County","OK",35.703117,-96.881392
"Logan County","OK",35.914277,-97.450952
"Love County","OK",33.957804,-97.245093
"McClain County","OK",35.016436,-97.449803
"McCurtain County","OK",34.117073,-94.766086
"McIntosh County","OK",35.369108,-95.671787
"Major County","OK",36.313119,-98.542015
"Marshall County","OK",34.027007,-96.770533
"Mayes County","OK",36.303804,-95.235638
"Murray County","OK",34.485766,-97.071557
"Muskogee County","OK",35.617551,-95.383911
"Noble County","OK",36.384901,-97.236335
"Nowata County","OK",36.789615,-95.613312
"Okfuskee County","OK",35.466804,-96.327762
"Oklahoma County","OK",35.554611,-97.409401
"Okmulgee County","OK",35.6435,-95.965947
"Osage County","OK",36.624299,-96.408112
"Ottawa County","OK",36.835764,-94.802681
"Pawnee County","OK",36.313704,-96.696669
"Payne County","OK",36.079225,-96.975255
"Pittsburg County","OK",34.92554,-95.74813
"Pontotoc County","OK",34.721421,-96.691804
"Pottawatomie County","OK",35.211391,-96.957004
"Pushmataha County","OK",34.377899,-95.408082
"Roger Mills County","OK",35.708554,-99.741572
"Rogers County","OK",36.377794,-95.601383
"Seminole County","OK",35.158366,-96.602857
"Sequoyah County","OK",35.502435,-94.750757
"Stephens County","OK",34.481361,-97.855607
"Texas County","OK",36.746317,-101.483855
"Tillman County","OK",34.371085,-98.931701
"Tulsa County","OK",36.120318,-95.941813
"Wagoner County","OK",35.963388,-95.514201
"Washington County","OK",36.704403,-95.906253
"Washita County","OK",35.290068,-98.992195
"Woods County","OK",36.726984,-98.863649
"Woodward County","OK",36.425619,-99.273661
"Baker County","OR",44.703427,-117.691933
"Benton County","OR",44.493882,-123.424664
"Clackamas County","OR",45.160493,-122.195127
"Clatsop County","OR",46.024509,-123.705037
"Columbia County","OR",45.941932,-123.081079
"Coos County","OR",43.18591,-124.094133
"Crook County","OR",44.163054,-120.371585
"Curry County","OR",42.466439,-124.210929
"Deschutes County","OR",43.915118,-121.225575
"Douglas County","OR",43.286328,-123.154476
"Gilliam County","OR",45.382955,-120.276246
"Grant County","OR",44.496326,-119.014057
"Harney County","OR",43.064449,-118.987169
"Hood River County","OR",45.511775,-121.655976
"Jackson County","OR",42.411621,-122.675611
"Jefferson County","OR",44.645151,-121.178632
"Josephine County","OR",42.386983,-123.57162
"Klamath County","OR",42.683761,-121.646168
"Lake County","OR",42.788401,-120.38979
"Lane County","OR",43.928334,-122.897581
"Lincoln County","OR",44.641061,-123.911212
"Linn County","OR",44.488898,-122.537208
"Malheur County","OR",43.188625,-117.603191
"Marion County","OR",44.900898,-122.57626
"Morrow County","OR",45.425496,-119.602311
"Multnomah County","OR",45.547711,-122.417363
"Polk County","OR",44.900372,-123.39864
"Sherman County","OR",45.399216,-120.678512
"Tillamook County","OR",45.45589,-123.759299
"Umatilla County","OR",45.5912,-118.73388
"Union County","OR",45.304081,-117.999149
"Wallowa County","OR",45.593753,-117.18558
"Wasco County","OR",45.164536,-121.165069
"Washington County","OR",45.553542,-123.097615
"Wheeler County","OR",44.736415,-120.026861
"Yamhill County","OR",45.247827,-123.316399
"Adams County","PA",39.869471,-77.21773
"Allegheny County","PA",40.469757,-79.980451
"Armstrong County","PA",40.81238,-79.464129
"Beaver County","PA",40.68414,-80.350721
"Bedford County","PA",39.998634,-78.494747
"Berks County","PA",40.413957,-75.92686
"Blair County","PA",40.498683,-78.309597
"Bradford County","PA",41.791504,-76.502123
"Bucks County","PA",40.336887,-75.10706
"Butler County","PA",40.913847,-79.918978
"Cambria County","PA",40.510227,-78.710477
"Cameron County","PA",41.438291,-78.198323
"Carbon County","PA",40.918367,-75.705039
"Centre County","PA",40.909322,-77.847667
"Chester County","PA",39.974029,-75.749751
"Clarion County","PA",41.198159,-79.420369
"Clearfield County","PA",41.006862,-78.477724
"Clinton County","PA",41.239508,-77.629009
"Columbia County","PA",41.045517,-76.40426
"Crawford County","PA",41.687876,-80.107795
"Cumberland County","PA",40.164805,-77.263442
"Dauphin County","PA",40.412565,-76.792634
"Delaware County","PA",39.916685,-75.398818
"Elk County","PA",41.427332,-78.653937
"Erie County","PA",42.117952,-80.096386
"Fayette County","PA",39.918907,-79.640119
"Forest County","PA",41.513304,-79.249705
"Franklin County","PA",39.926772,-77.724521
"Fulton County","PA",39.91075,-78.122617
"Greene County","PA",39.847707,-80.225655
"Huntingdon County","PA",40.422311,-77.968595
"Indiana County","PA",40.651432,-79.087545
"Jefferson County","PA",41.138028,-79.012419
"Juniata County","PA",40.530673,-77.400438
"Lackawanna County","PA",41.436636,-75.608768
"Lancaster County","PA",40.041992,-76.250198
"Lawrence County","PA",40.992735,-80.334446
"Lebanon County","PA",40.371448,-76.464819
"Lehigh County","PA",40.614241,-75.590627
"Luzerne County","PA",41.173078,-75.976053
"Lycoming County","PA",41.343882,-77.055262
"McKean County","PA",41.81459,-78.572463
"Mercer County","PA",41.300014,-80.252786
"Mifflin County","PA",40.601615,-77.651832
"Monroe County","PA",41.05624,-75.329065
"Montgomery County","PA",40.209999,-75.370201
"Montour County","PA",41.029284,-76.665225
"Northampton County","PA",40.752791,-75.307447
"Northumberland County","PA",40.851524,-76.709877
"Perry County","PA",40.39778,-77.266328
"Philadelphia County","PA",40.009376,-75.133346
"Pike County","PA",41.325949,-75.031514
"Potter County","PA",41.748587,-77.894436
"Schuylkill County","PA",40.703682,-76.217788
"Snyder County","PA",40.755407,-77.072929
"Somerset County","PA",39.981297,-79.028486
"Sullivan County","PA",41.439285,-76.511717
"Susquehanna County","PA",41.819665,-75.800969
"Tioga County","PA",41.766859,-77.257288
"Union County","PA",40.962179,-77.055475
"Venango County","PA",41.400714,-79.765813
"Warren County","PA",41.834298,-79.298182
"Washington County","PA",40.200005,-80.252132
"Wayne County","PA",41.646602,-75.292493
"Westmoreland County","PA",40.311068,-79.466688
"Wyoming County","PA",41.525173,-76.008731
"York County","PA",39.921751,-76.728889
"Bristol County","RI",41.70684,-71.286687
"Kent County","RI",41.675118,-71.580282
"Newport County","RI",41.501045,-71.283063
"Providence County","RI",41.869768,-71.578625
"Washington County","RI",41.396792,-71.620282
"Abbeville County","SC",34.229041,-82.454058
"Aiken County","SC",33.550013,-81.632983
"Allendale County","SC",32.979757,-81.363265
"Anderson County","SC",34.521235,-82.638603
"Bamberg County","SC",33.203021,-81.053161
"Barnwell County","SC",33.260552,-81.434228
"Beaufort County","SC",32.358112,-80.689422
"Berkeley County","SC",33.2077,-79.953655
"Calhoun County","SC",33.67478,-80.780347
"Charleston County","SC",32.800458,-79.94248
"Cherokee County","SC",35.049796,-81.607647
"Chester County","SC",34.689342,-81.161249
"Chesterfield County","SC",34.637018,-80.159227
"Clarendon County","SC",33.664682,-80.217889
"Colleton County","SC",32.835018,-80.655244
"Darlington County","SC",34.332185,-79.962115
"Dillon County","SC",34.390209,-79.375294
"Dorchester County","SC",33.082186,-80.404697
"Edgefield County","SC",33.776498,-81.968245
"Fairfield County","SC",34.395669,-81.127001
"Florence County","SC",34.028535,-79.710233
"Georgetown County","SC",33.417531,-79.296333
"Greenville County","SC",34.892645,-82.372077
"Greenwood County","SC",34.155796,-82.127876
"Hampton County","SC",32.778334,-81.143822
"Horry County","SC",33.909269,-78.976675
"Jasper County","SC",32.43059,-81.021627
"Kershaw County","SC",34.338356,-80.590885
"Lancaster County","SC",34.686818,-80.703688
"Laurens County","SC",34.483676,-82.005498
"Lee County","SC",34.15864,-80.251209
"Lexington County","SC",33.899246,-81.266118
"McCormick County","SC",33.897599,-82.316196
"Marion County","SC",34.08362,-79.354001
"Marlboro County","SC",34.60167,-79.679435
"Newberry County","SC",34.289881,-81.599676
"Oconee County","SC",34.748766,-83.06154
"Orangeburg County","SC",33.436135,-80.802913
"Pickens County","SC",34.885368,-82.723377
"Richland County","SC",34.029095,-80.898037
"Saluda County","SC",34.005278,-81.727903
"Spartanburg County","SC",34.932014,-81.991624
"Sumter County","SC",33.91614,-80.382376
"Union County","SC",34.690397,-81.615896
"Williamsburg County","SC",33.626462,-79.716474
"York County","SC",34.970188,-81.183187
"Aurora County","SD",43.724719,-98.577587
"Beadle County","SD",44.418265,-98.279422
"Bennett County","SD",43.186912,-101.677181
"Bon Homme County","SD",42.985799,-97.884199
"Brookings County","SD",44.376675,-96.797797
"Brown County","SD",45.589254,-98.352175
"Brule County","SD",43.729873,-99.092909
"Buffalo County","SD",44.044306,-99.203998
"Butte County","SD",44.896226,-103.501436
"Campbell County","SD",45.785575,-100.002107
"Charles Mix County","SD",43.206185,-98.595143
"Clark County","SD",44.855211,-97.724912
"Clay County","SD",42.91615,-96.980468
"Codington County","SD",44.966285,-97.198837
"Corson County","SD",45.685671,-101.179665
"Custer County","SD",43.684943,-103.46225
"Davison County","SD",43.680439,-98.155868
"Day County","SD",45.355161,-97.58143
"Deuel County","SD",44.75629,-96.690239
"Dewey County","SD",45.148049,-100.837953
"Douglas County","SD",43.391506,-98.358433
"Edmunds County","SD",45.41168,-99.205362
"Fall River County","SD",43.221619,-103.512609
"Faulk County","SD",45.065476,-99.153564
"Grant County","SD",45.172637,-96.772261
"Gregory County","SD",43.175142,-99.206591
"Haakon County","SD",44.288097,-101.540856
"Hamlin County","SD",44.680619,-97.178598
"Hand County","SD",44.546713,-99.004575
"Hanson County","SD",43.680612,-97.796845
"Harding County","SD",45.596611,-103.473871
"Hughes County","SD",44.384452,-99.975684
"Hutchinson County","SD",43.33671,-97.749383
"Hyde County","SD",44.537174,-99.472736
"Jackson County","SD",43.677506,-101.626323
"Jerauld County","SD",44.06341,-98.62317
"Jones County","SD",43.951991,-100.686138
"Kingsbury County","SD",44.362969,-97.499313
"Lake County","SD",44.02845,-97.123223
"Lawrence County","SD",44.348514,-103.806362
"Lincoln County","SD",43.27942,-96.722286
"Lyman County","SD",43.894812,-99.841925
"McCook County","SD",43.680416,-97.358048
"McPherson County","SD",45.784249,-99.211421
"Marshall County","SD",45.737044,-97.58087
"Meade County","SD",44.605282,-102.714169
"Mellette County","SD",43.581334,-100.75521
"Miner County","SD",44.021541,-97.608122
"Minnehaha County","SD",43.667472,-96.795726
"Moody County","SD",44.012429,-96.676054
"Oglala Lakota County","SD",43.333393,-102.561486
"Pennington County","SD",44.002349,-102.823801
"Perkins County","SD",45.483387,-102.467995
"Potter County","SD",45.052713,-99.962003
"Roberts County","SD",45.623397,-96.947551
"Sanborn County","SD",44.018942,-98.091709
"Spink County","SD",44.923772,-98.339615
"Stanley County","SD",44.413984,-100.747822
"Sully County","SD",44.722325,-100.131399
"Todd County","SD",43.208794,-100.707664
"Tripp County","SD",43.349729,-99.876219
"Turner County","SD",43.30867,-97.150185
"Union County","SD",42.831106,-96.650829
"Walworth County","SD",45.427605,-100.027856
"Yankton County","SD",43.006603,-97.388361
"Ziebach County","SD",44.989764,-101.660827
"Anderson County","TN",36.116731,-84.195418
"Bedford County","TN",35.51366,-86.458294
"Benton County","TN",36.070948,-88.071232
"Bledsoe County","TN",35.593561,-85.20591
"Blount County","TN",35.688185,-83.922973
"Bradley County","TN",35.153914,-84.859414
"Campbell County","TN",36.401592,-84.159249
"Cannon County","TN",35.808394,-86.062404
"Carroll County","TN",35.965748,-88.452379
"Carter County","TN",36.284744,-82.126593
"Cheatham County","TN",36.255169,-87.100808
"Chester County","TN",35.420253,-88.611353
"Claiborne County","TN",36.501572,-83.660698
"Clay County","TN",36.545749,-85.545717
"Cocke County","TN",35.916198,-83.119224
"Coffee County","TN",35.488765,-86.078202
"Crockett County","TN",35.818795,-89.132494
"Cumberland County","TN",35.952398,-84.994761
"Davidson County","TN",36.169129,-86.78479
"Decatur County","TN",35.603136,-88.110292
"DeKalb County","TN",35.982219,-85.833596
"Dickson County","TN",36.145533,-87.364155
"Dyer County","TN",36.054196,-89.398306
"Fayette County","TN",35.196993,-89.413803
"Fentress County","TN",36.369892,-84.937764
"Franklin County","TN",35.155926,-86.099203
"Gibson County","TN",35.991632,-88.933812
"Giles County","TN",35.202723,-87.035319
"Grainger County","TN",36.277509,-83.509546
"Greene County","TN",36.179487,-82.847523
"Grundy County","TN",35.393352,-85.710374
"Hamblen County","TN",36.218397,-83.266071
"Hamilton County","TN",35.163472,-85.201843
"Hancock County","TN",36.521353,-83.227493
"Hardeman County","TN",35.218785,-88.988697
"Hardin County","TN",35.201893,-88.185696
"Hawkins County","TN",36.452089,-82.931485
"Haywood County","TN",35.586678,-89.282691
"Henderson County","TN",35.653994,-88.387674
"Henry County","TN",36.325295,-88.300288
"Hickman County","TN",35.802327,-87.467116
"Houston County","TN",36.285782,-87.705598
"Humphreys County","TN",36.040822,-87.790453
"Jackson County","TN",36.35425,-85.674128
"Jefferson County","TN",36.048452,-83.441216
"Johnson County","TN",36.453203,-81.861247
"Knox County","TN",35.992726,-83.937721
"Lake County","TN",36.333905,-89.485536
"Lauderdale County","TN",35.762951,-89.627732
"Lawrence County","TN",35.220476,-87.396546
"Lewis County","TN",35.523244,-87.496983
"Lincoln County","TN",35.142784,-86.593403
"Loudon County","TN",35.735085,-84.314085
"McMinn County","TN",35.424472,-84.619949
"McNairy County","TN",35.175375,-88.56374
"Macon County","TN",36.537757,-86.00096
"Madison County","TN",35.606056,-88.833424
"Marion County","TN",35.133422,-85.618399
"Marshall County","TN",35.468329,-86.765868
"Maury County","TN",35.615696,-87.077763
"Meigs County","TN",35.512203,-84.816102
"Monroe County","TN",35.447818,-84.249705
"Montgomery County","TN",36.500354,-87.380887
"Moore County","TN",35.288888,-86.358684
"Morgan County","TN",36.138697,-84.639262
"Obion County","TN",36.361892,-89.148078
"Overton County","TN",36.34485,-85.283076
"Perry County","TN",35.663752,-87.869326
"Pickett County","TN",36.559364,-85.075741
"Polk County","TN",35.109437,-84.541112
"Putnam County","TN",36.14094,-85.49618
"Rhea County","TN",35.60059,-84.949548
"Roane County","TN",35.84725,-84.523929
"Robertson County","TN",36.527509,-86.869354
"Rutherford County","TN",35.843369,-86.417213
"Scott County","TN",36.430592,-84.504091
"Sequatchie County","TN",35.372336,-85.410082
"Sevier County","TN",35.787822,-83.5249
"Shelby County","TN",35.184553,-89.894612
"Smith County","TN",36.256645,-85.941915
"Stewart County","TN",36.458464,-87.811889
"Sullivan County","TN",36.509681,-82.301336
"Sumner County","TN",36.472423,-86.458405
"Tipton County","TN",35.498763,-89.747145
"Trousdale County","TN",36.39303,-86.156691
"Unicoi County","TN",36.100129,-82.418218
"Union County","TN",36.28414,-83.836088
"Van Buren County","TN",35.699234,-85.458409
"Warren County","TN",35.67825,-85.777343
"Washington County","TN",36.295665,-82.495037
"Wayne County","TN",35.242847,-87.819843
"Weakley County","TN",36.303596,-88.721194
"White County","TN",35.927049,-85.455785
"Williamson County","TN",35.894845,-86.897888
"Wilson County","TN",36.149431,-86.291181
"Anderson County","TX",31.841261,-95.661727
"Andrews County","TX",32.312258,-102.640206
"Angelina County","TX",31.251896,-94.611134
"Aransas County","TX",28.122621,-96.967501
"Archer County","TX",33.616305,-98.687267
"Armstrong County","TX",34.964179,-101.356636
"Atascosa County","TX",28.891478,-98.535381
"Austin County","TX",29.891901,-96.27017
"Bailey County","TX",34.067521,-102.830345
"Bandera County","TX",29.756389,-99.248285
"Bastrop County","TX",30.100772,-97.310639
"Baylor County","TX",33.618802,-99.208189
"Bee County","TX",28.416077,-97.742586
"Bell County","TX",31.04275,-97.481268
"Bexar County","TX",29.448671,-98.520147
"Blanco County","TX",30.266456,-98.399217
"Borden County","TX",32.73859,-101.439199
"Bosque County","TX",31.900819,-97.637641
"Bowie County","TX",33.446065,-94.422393
"Brazoria County","TX",29.167817,-95.434647
"Brazos County","TX",30.656713,-96.302394
"Brewster County","TX",29.808997,-103.252458
"Briscoe County","TX",34.525172,-101.205893
"Brooks County","TX",27.034994,-98.215276
"Brown County","TX",31.764137,-98.998456
"Burleson County","TX",30.493487,-96.622091
"Burnet County","TX",30.78963,-98.201187
"Caldwell County","TX",29.832399,-97.628141
"Calhoun County","TX",28.441719,-96.579574
"Callahan County","TX",32.29315,-99.372249
"Cameron County","TX",26.102923,-97.478958
"Camp County","TX",32.974581,-94.979085
"Carson County","TX",35.405496,-101.355356
"Cass County","TX",33.083698,-94.357579
"Castro County","TX",34.533621,-102.258786
"Chambers County","TX",29.696374,-94.669445
"Cherokee County","TX",31.843881,-95.156343
"Childress County","TX",34.524624,-100.208166
"Clay County","TX",33.785904,-98.212917
"Cochran County","TX",33.60844,-102.830449
"Coke County","TX",31.87711,-100.635231
"Coleman County","TX",31.914205,-99.346622
"Collin County","TX",33.194494,-96.579428
"Collingsworth County","TX",34.963358,-100.272135
"Colorado County","TX",29.596296,-96.508935
"Comal County","TX",29.812377,-98.258129
"Comanche County","TX",31.951645,-98.549617
"Concho County","TX",31.318883,-99.863649
"Cooke County","TX",33.639196,-97.210343
"Coryell County","TX",31.391177,-97.798022
"Cottle County","TX",34.091906,-100.276442
"Crane County","TX",31.422796,-102.487774
"Crockett County","TX",30.717532,-101.404211
"Crosby County","TX",33.609144,-101.29871
"Culberson County","TX",31.445908,-104.526945
"Dallam County","TX",36.28637,-102.59402
"Dallas County","TX",32.766987,-96.778424
"Dawson County","TX",32.742528,-101.948771
"Deaf Smith County","TX",34.940766,-102.607564
"Delta County","TX",33.385933,-95.67335
"Denton County","TX",33.205132,-97.12114
"DeWitt County","TX",29.082346,-97.361654
"Dickens County","TX",33.615363,-100.787617
"Dimmit County","TX",28.423587,-99.765871
"Donley County","TX",34.955036,-100.815846
"Duval County","TX",27.681123,-98.497393
"Eastland County","TX",32.324645,-98.83656
"Ector County","TX",31.865301,-102.542507
"Edwards County","TX",29.985933,-100.3074
"Ellis County","TX",32.346878,-96.79694
"El Paso County","TX",31.76648,-106.241423
"Erath County","TX",32.236669,-98.220545
"Falls County","TX",31.25193,-96.934127
"Fannin County","TX",33.591161,-96.104988
"Fayette County","TX",29.877886,-96.921231
"Fisher County","TX",32.740473,-100.40312
"Floyd County","TX",34.07373,-101.303274
"Foard County","TX",33.963306,-99.816828
"Fort Bend County","TX",29.526602,-95.771015
"Franklin County","TX",33.175846,-95.219066
"Freestone County","TX",31.701749,-96.144957
"Frio County","TX",28.869383,-99.109005
"Gaines County","TX",32.743942,-102.631561
"Galveston County","TX",29.233453,-94.888456
"Garza County","TX",33.183792,-101.301134
"Gillespie County","TX",30.325093,-98.94185
"Glasscock County","TX",31.868006,-101.521494
"Goliad County","TX",28.6607,-97.430415
"Gonzales County","TX",29.461912,-97.49192
"Gray County","TX",35.402542,-100.812374
"Grayson County","TX",33.624524,-96.675693
"Gregg County","TX",32.486401,-94.816277
"Grimes County","TX",30.543231,-95.988082
"Guadalupe County","TX",29.582671,-97.948995
"Hale County","TX",34.068436,-101.822888
"Hall County","TX",34.453189,-100.576343
"Hamilton County","TX",31.707342,-98.111756
"Hansford County","TX",36.272847,-101.35693
"Hardeman County","TX",34.289904,-99.745697
"Hardin County","TX",30.329648,-94.393178
"Harris County","TX",29.857273,-95.393037
"Harrison County","TX",32.547991,-94.374434
