"Recip_County","Recip_State","Lat","Long","Cases"
"Sherman County","OR",45.399216,-120.678512,75232
"Sherman County","TX",36.278593,-101.899265,151628
"Shiawassee County","MI",42.951545,-84.146352,4773045
"Shoshone County","ID",47.347694,-115.885092,871547
"Sibley County","MN",44.575734,-94.230123,1069030
"Sierra County","CA",39.576925,-120.521993,77543
"Sierra County","NM",33.119468,-107.188161,588632
"Silver Bow County","MT",45.896232,-112.660071,2794991
"Simpson County","MS",31.902505,-89.917709,2185195
"Sioux County","ND",46.110618,-101.061284,453418
"Sioux County","NE",42.470668,-103.73217,24691
"Siskiyou County","CA",41.587986,-122.533287,2023428
"Skagit County","WA",48.493292,-121.81577,5495727
"Skamania County","WA",46.024785,-121.953232,358599
"Slope County","ND",46.445834,-103.462462,22173
"Smith County","MS",32.019029,-89.494876,1252166
"Smith County","TN",36.256645,-85.941915,1980716
"Smith County","TX",32.375105,-95.268939,15348926
"Smyth County","VA",36.842318,-81.539786,2359631
"Snohomish County","WA",48.054913,-121.765038,35954792
"Snyder County","PA",40.755407,-77.072929,2484885
"Socorro County","NM",33.991658,-106.939136,1037750
"Solano County","CA",38.267226,-121.939594,24581974
"Somerset County","MD",38.07445,-75.853323,1710126
"Somerset County","NJ",40.565527,-74.619938,19949940
"Somerset County","PA",39.981297,-79.028486,5620050
"Somervell County","TX",32.218071,-97.769217,719745
"Sonoma County","CA",38.525182,-122.92611,23337275
"Southampton County","VA",36.720068,-77.103813,1207605
"Spalding County","GA",33.262348,-84.284905,4859436
"Spartanburg County","SC",34.932014,-81.991624,29224731
"Spencer County","IN",38.009697,-87.010375,1669834
"Spink County","SD",44.923772,-98.339615,526933
"Spokane County","WA",47.620375,-117.403371,35118768
"Spotsylvania County","VA",38.182431,-77.657226,7579134
"St. Charles County","MO",38.781102,-90.674915,32626780
"St. Clair County","AL",33.719491,-86.311327,7684762
"St. Clair County","IL",38.470198,-89.928546,21718954
"St. Clair County","MI",42.928803,-82.668913,11812385
"St. Clair County","MO",38.04223,-93.77656,617485
"St. Croix County","WI",45.028959,-92.447284,7184115
"St. Francis County","AR",35.022838,-90.751506,2434965
"St. Francois County","MO",37.810707,-90.473868,6139545
"St. Johns County","FL",29.890487,-81.40004,18593103
"St. Joseph County","IN",41.617723,-86.288048,23603356
"St. Joseph County","MI",41.911488,-85.52287,4259832
"St. Lawrence County","NY",44.488112,-75.074311,5525775
"St. Louis County","MN",47.578635,-92.514585,13340216
"St. Louis County","MO",38.640688,-90.446073,69522112
"St. Lucie County","FL",27.379814,-80.443536,21783142
"Stafford County","VA",38.423084,-77.458048,8439303
"Stanislaus County","CA",37.562316,-121.002831,43240522
"Stanley County","SD",44.413984,-100.747822,226787
"Stanly County","NC",35.310449,-80.254374,5753977
"Stanton County","NE",41.905045,-97.177109,248761
"Stark County","IL",41.096908,-89.797411,451820
"Stark County","ND",46.817031,-102.662026,3680690
"Stark County","OH",40.814131,-81.365667,24318877
"Starke County","IN",41.284478,-86.644636,1557967
"Starr County","TX",26.530903,-98.740235,6229020
"Ste. Genevieve County","MO",37.885845,-90.161531,1232324
"Stearns County","MN",45.555235,-94.610482,15632715
"Steele County","MN",44.015261,-93.220453,2985747
"Steele County","ND",47.451062,-97.71892,129290
"Stephens County","GA",34.553582,-83.290588,2185361
"Stephens County","OK",34.481361,-97.855607,3511346
"Stephens County","TX",32.738052,-98.839344,575490
"Stephenson County","IL",42.349726,-89.665994,3413358
"Sterling County","TX",31.835773,-101.054911,81356
"Steuben County","IN",41.643467,-85.002405,2924827
"Steuben County","NY",42.266725,-77.385525,5447821
"Stevens County","MN",45.593461,-95.992315,724037
"Stevens County","WA",48.388728,-117.854455,2118357
"Stewart County","GA",32.073225,-84.834912,732794
"Stewart County","TN",36.458464,-87.811889,1004337
"Stillwater County","MT",45.658545,-109.381576,516847
"Stoddard County","MO",36.851557,-89.947481,1984614
"Stokes County","NC",36.393797,-80.269921,3153808
"Stone County","AR",35.857001,-92.140482,851204
"Stone County","MO",36.745822,-93.457842,1874119
"Stone County","MS",30.790184,-89.112297,1609322
"Stonewall County","TX",33.17958,-100.253807,109769
"Storey County","NV",39.438385,-119.524646,82105
"Strafford County","NH",43.293272,-71.035589,7483001
"Stutsman County","ND",46.972223,-98.956123,2356790
"Sublette County","WY",42.767928,-109.91617,607465
"Suffolk County","MA",42.338551,-71.018253,62596785
"Suffolk County","NY",40.943554,-72.692218,132293818
"Sullivan County","IN",39.089225,-87.415843,1628128
"Sullivan County","MO",40.209587,-93.109783,591279
"Sullivan County","NH",43.361188,-72.222084,2000699
"Sullivan County","NY",41.719993,-74.771577,4943128
"Sullivan County","PA",41.439285,-76.511717,303254
"Sullivan County","TN",36.509681,-82.301336,13065505
"Sully County","SD",44.722325,-100.131399,89402
"Summers County","WV",37.655999,-80.856325,714750
"Summit County","CO",39.621023,-106.137555,2754622
"Summit County","OH",41.121847,-81.534928,34042250
"Summit County","UT",40.87206,-110.968486,3937203
"Sumner County","TN",36.472423,-86.458405,16853676
"Sumter County","AL",32.597481,-88.200057,749485
"Sumter County","FL",28.715275,-82.069876,6767698
"Sumter County","GA",32.042266,-84.204294,2031901
"Sumter County","SC",33.91614,-80.382376,8020795
"Sunflower County","MS",33.605529,-90.59509,2126668
"Surry County","NC",36.415416,-80.686463,6151746
"Surry County","VA",37.119761,-76.880172,313180
"Susquehanna County","PA",41.819665,-75.800969,2042553
"Sussex County","DE",38.673227,-75.337024,18467133
"Sussex County","NJ",41.137461,-74.691914,9552821
"Sussex County","VA",36.926645,-77.259732,788638
"Sutter County","CA",39.03619,-121.70394,6956372
"Sutton County","TX",30.522185,-100.513359,306045
"Suwannee County","FL",30.189244,-82.992754,4162427
"Swain County","NC",35.568849,-83.465614,974600
"Sweet Grass County","MT",45.811292,-109.944796,266701
"Sweetwater County","WY",41.660328,-108.875677,3421482
"Swift County","MN",45.27581,-95.690124,732296
"Swisher County","TX",34.526319,-101.743865,649525
"Switzerland County","IN",38.825854,-85.029681,662756
"Talbot County","GA",32.704603,-84.530029,360086
"Talbot County","MD",38.748349,-76.178476,1571573
"Taliaferro County","GA",33.559319,-82.875272,83694
"Talladega County","AL",33.369314,-86.17593,6552385
"Tallahatchie County","MS",33.954529,-90.172243,1141276
"Tallapoosa County","AL",32.863308,-85.799618,3312053
"Taney County","MO",36.649827,-93.042819,4277523
"Taos County","NM",36.577183,-105.638878,1402314
"Tarrant County","TX",32.772119,-97.291224,179524521
"Tate County","MS",34.649553,-89.943105,2334452
"Tattnall County","GA",32.043768,-82.059208,1711678
"Taylor County","FL",29.967146,-83.639573,2141468
"Taylor County","GA",32.554667,-84.251426,611292
"Taylor County","TX",32.297126,-99.89043,11129268
"Taylor County","WI",45.211656,-90.504853,1554447
"Taylor County","WV",39.332478,-80.046554,1136896
"Tazewell County","IL",40.508074,-89.51626,11364485
"Tazewell County","VA",37.125395,-81.562924,2843204
"Tehama County","CA",40.126157,-122.232274,4275558
"Telfair County","GA",31.913641,-82.931063,1000459
"Teller County","CO",38.869976,-105.187365,1377651
"Terrell County","GA",31.777191,-84.439446,611976
"Terrell County","TX",30.232343,-102.072513,47988
"Terry County","TX",33.171229,-102.339284,1031534
"Teton County","ID",43.760994,-111.211765,842814
"Teton County","MT",47.819035,-112.281725,381466
"Teton County","WY",44.048662,-110.426087,2808515
"Texas County","MO",37.314257,-91.964478,1466467
"Texas County","OK",36.746317,-101.483855,2188299
"Thayer County","NE",40.173487,-97.596186,350115
"Thomas County","GA",30.864619,-83.919815,3601385
"Thomas County","NE",41.85573,-100.524703,35016
"Throckmorton County","TX",33.170695,-99.205796,67108
"Thurston County","NE",42.154061,-96.533943,605814
"Thurston County","WA",46.935822,-122.830152,10669417
"Tift County","GA",31.457003,-83.525931,3793521
"Tillamook County","OR",45.45589,-123.759299,856283
"Tillman County","OK",34.371085,-98.931701,514013
"Tioga County","NY",42.178057,-76.297456,2903014
"Tioga County","PA",41.766859,-77.257288,2323752
"Tippah County","MS",34.763618,-88.918819,2245138
"Tippecanoe County","IN",40.389133,-86.893554,15515972
"Tipton County","IN",40.310229,-86.056207,1150347
"Tipton County","TN",35.498763,-89.747145,5515405
"Tishomingo County","MS",34.738835,-88.234827,1793313
"Titus County","TX",33.214599,-94.966783,2759465
"Todd County","MN",46.066569,-94.900576,2085246
"Todd County","SD",43.208794,-100.707664,901717
"Tom Green County","TX",31.398295,-100.46385,12660371
"Tompkins County","NY",42.453006,-76.473483,4197038
"Tooele County","UT",40.467753,-113.123979,5993893
"Toole County","MT",48.645125,-111.733472,470270
"Toombs County","GA",32.117753,-82.330597,2444031
"Torrance County","NM",34.554978,-105.890557,844409
"Towner County","ND",48.682183,-99.248158,213743
"Towns County","GA",34.902529,-83.732264,830306
"Traill County","ND",47.446215,-97.164754,721156
"Transylvania County","NC",35.210103,-82.816666,1792576
"Traverse County","MN",45.769935,-96.474832,259862
"Travis County","TX",30.239513,-97.69127,63340621
"Treasure County","MT",46.229441,-107.285772,42489
"Trempealeau County","WI",44.30305,-91.358867,2644851
"Treutlen County","GA",32.409586,-82.570882,576665
"Trinity County","CA",40.647858,-123.114666,379976
"Trinity County","TX",31.096675,-95.151687,705558
"Tripp County","SD",43.349729,-99.876219,477620
"Troup County","GA",33.034482,-85.02836,5249219
"Trousdale County","TN",36.39303,-86.156691,1582581
"Trumbull County","OH",41.306374,-80.7704,12316709
"Tucker County","WV",39.111175,-79.559968,511976
"Tulare County","CA",36.228834,-118.781055,39600763
"Tulsa County","OK",36.120318,-95.941813,53315643
"Tunica County","MS",34.652201,-90.37177,791263
"Tuolumne County","CA",38.021434,-119.964733,3594834
"Turner County","GA",31.7248,-83.620319,795626
"Turner County","SD",43.30867,-97.150185,722922
"Tuscaloosa County","AL",33.29022,-87.522783,17877998
"Tuscarawas County","OH",40.447439,-81.471166,6416171
"Tuscola County","MI",43.487902,-83.436618,3834919
"Twiggs County","GA",32.665847,-83.425879,507596
"Twin Falls County","ID",42.352309,-114.665639,7288321
"Tyler County","TX",30.769295,-94.375656,1065384
"Tyler County","WV",39.465634,-80.877219,610028
"Tyrrell County","NC",35.87042,-76.165345,268887
"Uinta County","WY",41.284726,-110.558947,1752569
"Uintah County","UT",40.125887,-109.517748,2280623
"Ulster County","NY",41.947212,-74.265458,9335989
"Umatilla County","OR",45.5912,-118.73388,6735615
"Unicoi County","TN",36.100129,-82.418218,1518038
"Union County","AR",33.168219,-92.598145,2881879
"Union County","FL",30.05428,-82.366918,1411805
"Union County","GA",34.833333,-83.989257,1617064
"Union County","IL",37.485652,-89.244639,1656877
"Union County","IN",39.623094,-84.925145,585554
"Union County","MS",34.489533,-89.002339,3001221
"Union County","NC",34.99182,-80.530426,18036934
"Union County","NJ",40.659871,-74.308696,45355649
"Union County","NM",36.488085,-103.475723,306134
"Union County","OH",40.295901,-83.367042,4443681
"Union County","OR",45.304081,-117.999149,1394262
"Union County","PA",40.962179,-77.055475,3826612
"Union County","SC",34.690397,-81.615896,2256446
"Union County","SD",42.831106,-96.650829,1401461
"Union County","TN",36.28414,-83.836088,1519806
"Upshur County","TX",32.735349,-94.941184,2522567
"Upshur County","WV",38.90253,-80.231606,1794861
"Upson County","GA",32.881837,-84.292283,2532251
"Upton County","TX",31.353816,-102.041546,273661
"Utah County","UT",40.120418,-111.668563,65882738
"Uvalde County","TX",29.350308,-99.768427,2999732
"Val Verde County","TX",29.875285,-101.143324,5099121
"Valencia County","NM",34.71684,-106.806582,5416793
"Valley County","ID",44.85596,-115.618061,706016
"Valley County","MT",48.34985,-106.670424,592864
"Valley County","NE",41.564094,-98.983484,238195
"Van Buren County","AR",35.582953,-92.515976,1045815
"Van Buren County","MI",42.28215,-86.306076,4984401
"Van Buren County","TN",35.699234,-85.458409,593050
"Van Wert County","OH",40.85552,-84.585775,1954116
"Van Zandt County","TX",32.558787,-95.836906,3370967
"Vance County","NC",36.365481,-78.405434,3501743
"Vanderburgh County","IN",38.02007,-87.586166,16962140
"Venango County","PA",41.400714,-79.765813,3212241
"Ventura County","CA",34.358748,-119.133145,55352279
"Vermilion County","IL",40.186754,-87.726778,7813450
"Vermillion County","IN",39.854045,-87.462071,1280073
"Vernon County","MO",37.850196,-94.341597,1498575
"Vernon County","WI",43.599366,-90.821983,1649100
"Victoria County","TX",28.79637,-96.971198,6200619
"Vigo County","IN",39.430874,-87.390989,9056519
"Vilas County","WI",46.049848,-89.501254,1653500
"Vinton County","OH",39.252042,-82.485961,779919
"Volusia County","FL",29.057769,-81.161792,34579946
"Wabash County","IL",38.445821,-87.839167,1089931
"Wabash County","IN",40.843747,-85.795192,2714405
"Wabasha County","MN",44.289634,-92.233454,1609239
"Wadena County","MN",46.586986,-94.988608,1226703
"Wagoner County","OK",35.963388,-95.514201,6271843
"Wahkiakum County","WA",46.294638,-123.424458,128213
"Wake County","NC",35.789846,-78.650624,73089748
"Wakulla County","FL",30.091335,-84.359111,2908472
"Walker County","AL",33.791558,-87.301094,5577887
"Walker County","GA",34.735802,-85.305456,5348003
"Walker County","TX",30.743163,-95.569825,5991275
"Walla Walla County","WA",46.254606,-118.48037,4366903
"Waller County","TX",30.01359,-95.982149,2982787
"Wallowa County","OR",45.593753,-117.18558,281442
"Walsh County","ND",48.376979,-97.72223,1201651
"Walthall County","MS",31.164492,-90.103431,1064777
"Walton County","FL",30.571247,-86.162798,5445460
"Walton County","GA",33.783887,-83.731829,7286634
"Walworth County","SD",45.427605,-100.027856,478040
"Walworth County","WI",42.66811,-88.541731,8604997
"Ward County","ND",48.216686,-101.540537,6818824
"Ward County","TX",31.513069,-103.105113,889472
"Ware County","GA",31.050881,-82.421507,3452952
"Warren County","GA",33.419169,-82.688012,361741
"Warren County","IL",40.850441,-90.620223,1284220
"Warren County","IN",40.352498,-87.375163,625921
"Warren County","MO",38.761902,-91.159306,2460121
"Warren County","MS",32.356095,-90.852384,3234332
"Warren County","NC",36.398105,-78.099899,1264302
"Warren County","NJ",40.853491,-75.009498,6811982
"Warren County","NY",43.555105,-73.838139,3295748
"Warren County","OH",39.425663,-84.16994,17502667
"Warren County","PA",41.834298,-79.298182,2059821
"Warren County","TN",35.67825,-85.777343,4077658
"Warren County","VA",38.908221,-78.207594,2387531
"Warrick County","IN",38.097728,-87.272049,5949290
"Wasatch County","UT",40.334884,-111.161568,3297529
"Wasco County","OR",45.164536,-121.165069,1338709
"Waseca County","MN",44.01846,-93.589844,1713627
"Washakie County","WY",43.878831,-107.669052,735716
"Washburn County","WI",45.892489,-91.796422,1187061
"Washington County","AL",31.408503,-88.212404,1213872
"Washington County","AR",35.978001,-94.217269,22137270
"Washington County","CO",39.96579,-103.209744,326104
"Washington County","FL",30.602102,-85.655805,2102620
"Washington County","GA",32.971843,-82.798112,1500311
"Washington County","ID",44.448223,-116.797792,839695
"Washington County","IL",38.35314,-89.417187,1127237
"Washington County","IN",38.600613,-86.104751,1793378
"Washington County","MD",39.603621,-77.814671,10346414
"Washington County","MN",45.037929,-92.890117,19391937
"Washington County","MO",37.942611,-90.897018,1927475
"Washington County","MS",33.273174,-90.944446,3617806
"Washington County","NC",35.844713,-76.572291,824845
"Washington County","NE",41.533973,-96.224577,1475512
"Washington County","NY",43.312377,-73.439428,2875106
"Washington County","OH",39.450676,-81.490636,3822541
"Washington County","OK",36.704403,-95.906253,3910843
"Washington County","OR",45.553542,-123.097615,21666353
"Washington County","PA",40.200005,-80.252132,13781583
"Washington County","RI",41.396792,-71.620282,7990087
"Washington County","TN",36.295665,-82.495037,11029175
"Washington County","TX",30.215075,-96.410272,2806840
"Washington County","UT",37.262531,-113.4878,14658064
"Washington County","VA",36.747814,-81.950322,3834482
"Washington County","VT",44.274969,-72.609444,2077398
"Washington County","WI",43.391156,-88.232917,12023423
"Washita County","OK",35.290068,-98.992195,790536
"Washoe County","NV",40.73132,-119.663269,32895313
"Washtenaw County","MI",42.252217,-83.843423,20006733
"Watauga County","NC",36.235368,-81.709888,3465556
"Watonwan County","MN",43.978109,-94.613798,927608
"Waukesha County","WI",43.018368,-88.30424,34645982
"Waupaca County","WI",44.478004,-88.967005,4341198
"Waushara County","WI",44.112823,-89.239786,1925005
"Wayne County","GA",31.547845,-81.912376,2595798
"Wayne County","IL",38.431857,-88.43243,1501857
"Wayne County","IN",39.863091,-85.006735,5745528
"Wayne County","MI",42.284664,-83.261953,112559996
"Wayne County","MO",37.111074,-90.453931,758264
"Wayne County","MS",31.642503,-88.678214,1966387
"Wayne County","NC",35.35419,-78.00867,8490054
"Wayne County","NE",42.210746,-97.126243,668881
"Wayne County","NY",43.218114,-77.049402,4590915
"Wayne County","OH",40.829661,-81.887194,6931279
"Wayne County","PA",41.646602,-75.292493,2923917
"Wayne County","TN",35.242847,-87.819843,1984707
"Wayne County","UT",38.259856,-110.990872,117800
"Wayne County","WV",38.143642,-82.422666,2638588
"Weakley County","TN",36.303596,-88.721194,2999385
"Webb County","TX",27.760799,-99.340752,29890336
"Weber County","UT",41.270325,-111.876883,21648519
"Webster County","GA",32.046691,-84.553828,123139
"Webster County","MO",37.280804,-92.87608,2815790
"Webster County","MS",33.612061,-89.283961,957766
"Webster County","NE",40.180646,-98.49859,249243
"Webster County","WV",38.483459,-80.449052,531662
"Weld County","CO",40.555961,-104.383666,24025062
"Wells County","IN",40.735547,-85.213349,2116507
"Wells County","ND",47.580851,-99.682213,325167
"Westchester County","NY",41.152686,-73.745753,81079955
"Westmoreland County","PA",40.311068,-79.466688,23789711
"Westmoreland County","VA",38.109311,-76.803933,946334
"Weston County","WY",43.846213,-104.57002,500330
"Wetzel County","WV",39.59818,-80.635399,1168068
"Wexford County","MI",44.331375,-85.570046,1945116
"Wharton County","TX",29.27848,-96.229674,2907835
"Whatcom County","WA",48.842653,-121.836432,8711731
"Wheatland County","MT",46.496967,-109.857684,124792
"Wheeler County","GA",32.105258,-82.733849,459208
"Wheeler County","NE",41.922575,-98.520853,34459
"Wheeler County","OR",44.736415,-120.026861,49724
"Wheeler County","TX",35.392593,-100.253107,379112
"White County","AR",35.255118,-91.753034,6458183
"White County","GA",34.644182,-83.743,2275299
"White County","IL",38.087326,-88.178623,1331811
"White County","IN",40.75095,-86.864293,2231756
"White County","TN",35.927049,-85.455785,2639439
"White Pine County","NV",39.418176,-114.900565,534700
"Whiteside County","IL",41.750673,-89.911005,4775941
"Whitfield County","GA",34.801726,-84.968541,11370069
"Whitley County","IN",41.136426,-85.501892,2947019
"Whitman County","WA",46.905944,-117.53539,2866063
"Wibaux County","MT",46.962966,-104.274518,78591
"Wichita County","TX",33.988212,-98.70801,10814216
"Wicomico County","MD",38.36737,-75.632083,5704903
"Wilbarger County","TX",34.08492,-99.24244,1214435
"Wilcox County","AL",31.990082,-87.304935,891168
"Wilcox County","GA",31.96272,-83.438259,621642
"Wilkes County","GA",33.779031,-82.747921,742589
"Wilkes County","NC",36.208883,-81.166095,5155822
"Wilkin County","MN",46.362335,-96.476657,540474
"Wilkinson County","GA",32.804266,-83.175512,706247
"Wilkinson County","MS",31.161091,-91.324617,536502
"Will County","IL",41.448474,-87.978456,51226316
"Willacy County","TX",26.481861,-97.594731,2183838
"Williams County","ND",48.355765,-103.501333,3440283
"Williams County","OH",41.564959,-84.584324,2686044
"Williamsburg County","SC",33.626462,-79.716474,2760337
"Williamson County","IL",37.730353,-88.930018,6254775
"Williamson County","TN",35.894845,-86.897888,19636982
"Williamson County","TX",30.649082,-97.605065,37247013
"Wilson County","NC",35.700357,-77.921598,6664613
"Wilson County","TN",36.149431,-86.291181,13215685
"Wilson County","TX",29.173883,-98.086734,3381432
"Windham County","VT",42.995304,-72.721877,1383560
"Windsor County","VT",43.572448,-72.598813,1728225
"Winkler County","TX",31.832862,-103.054925,576003
"Winnebago County","IL",42.337396,-89.161205,23405684
"Winnebago County","WI",44.085707,-88.668149,15544275
"Winona County","MN",43.981353,-91.777044,3542260
"Winston County","AL",34.154566,-87.365346,2206941
"Winston County","MS",33.078724,-89.037391,1631009
"Wirt County","WV",39.020034,-81.382975,384501
"Wise County","TX",33.219095,-97.653997,5346494
"Wise County","VA",36.974561,-82.62156,2692728
"Wood County","OH",41.360183,-83.622682,9456895
"Wood County","TX",32.783588,-95.382166,2672360
"Wood County","WI",44.461413,-90.038825,5983946
"Wood County","WV",39.211602,-81.516234,6298048
"Woodford County","IL",40.789787,-89.210587,3188375
"Woodruff County","AR",35.192777,-91.244535,515826
"Woods County","OK",36.726984,-98.863649,810881
"Woodward County","OK",36.425619,-99.273661,1944779
"Worcester County","MA",42.311693,-71.940282,54832854
"Worcester County","MD",38.222133,-75.309931,2602078
"Worth County","GA",31.551773,-83.84996,1422066
"Worth County","MO",40.480499,-94.419198,124820
"Wright County","MN",45.175091,-93.966396,11300123
"Wright County","MO",37.267633,-92.479989,1232264
"Wyandot County","OH",40.839782,-83.313681,1682715
"Wyoming County","NY",42.701363,-78.228567,2444687
"Wyoming County","PA",41.525173,-76.008731,1414528
"Wyoming County","WV",37.60366,-81.549032,1780977
"Wythe County","VA",36.899868,-81.08301,2089706
"Yadkin County","NC",36.158765,-80.665164,3096770
"Yakima County","WA",46.456558,-120.740145,22367124
"Yalobusha County","MS",34.030666,-89.703807,1206575
"Yamhill County","OR",45.247827,-123.316399,4386853
"Yancey County","NC",35.889326,-82.303954,1380201
"Yankton County","SD",43.006603,-97.388361,2002010
"Yates County","NY",42.638237,-77.104324,919589
"Yavapai County","AZ",34.631071,-112.577225,14474501
"Yazoo County","MS",32.765675,-90.387928,2356762
"Yell County","AR",34.997713,-93.408303,2319560
"Yellow Medicine County","MN",44.715736,-95.862756,806048
"Yellowstone County","MT",45.936987,-108.276656,13310487
"Yoakum County","TX",33.162339,-102.832241,536499
"Yolo County","CA",38.679609,-121.90275,10932887
"York County","NE",40.873056,-97.596742,1227538
"York County","PA",39.921751,-76.728889,33654434
"York County","SC",34.970188,-81.183187,22868959
"York County","VA",37.220914,-76.395533,2763563
"Young County","TX",33.158778,-98.67839,1397723
"Yuba County","CA",39.27013,-121.344259,5092123
"Yuma County","AZ",32.773942,-113.910905,22599066
"Yuma County","CO",40.00077,-102.421649,610535
"Zapata County","TX",26.996981,-99.182603,1156333
"Zavala County","TX",28.864652,-99.75983,1275679
"Ziebach County","SD",44.989764,-101.660827,223272
